target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank
2246,2246,2102,2027,1679,499,2262,1373,1085,338
2377,2377,461,1064,2511,1125,1945,2111,153,283
351,351,1793,1626,95,528,2490,1955,55,1481
2543,2543,944,385,1895,1060,1069,1618,1414,1466
566,566,366,2521,614,2540,1223,30,2117,2662
1284,800,1333,1284,1668,177,1560,32,1253,1285
655,605,2074,655,82,2204,125,77,2669,256
1427,1342,2207,489,1480,1648,2529,550,1427,1733
2591,2591,1184,261,2557,266,199,1608,2595,27
361,1790,1941,361,1304,843,1224,28,2083,2507
1053,2308,1053,2668,1114,1389,715,1499,1434,308
150,163,1010,1321,2411,2493,571,408,1330,2375
2359,492,1321,2144,1915,2584,373,1896,954,951
1708,1708,1843,2307,1132,467,878,1793,983,239
2681,2681,1815,1010,1576,941,425,1135,2306,2463
77,77,1022,655,605,2074,2714,560,333,281
1888,1888,56,1710,2160,178,1188,1492,1176,1237
1467,1467,390,2326,161,1411,1664,739,1078,813
2558,2558,2007,707,2583,922,622,366,2577,2005
1957,478,1957,2478,629,1135,2215,290,1552,1538
2633,502,2633,2062,939,2315,780,2095,285,572
889,889,273,2316,486,1377,960,1749,2578,1742
739,1664,739,1181,2349,383,2000,527,2314,1525
757,757,2256,1583,491,1584,2257,1874,2481,846
2069,2069,2324,2400,519,2411,3,431,2552,1040
1369,1369,1329,1897,1000,148,320,490,170,1419
30,30,2521,614,374,2000,2120,452,2630,1799
363,363,758,108,2231,1543,805,301,402,1877
1929,1929,1475,1698,1189,15,1554,632,392,660
1497,1497,1232,2436,197,1778,2159,306,1871,2302
1046,1046,608,2542,791,695,279,985,303,1545
336,336,1521,834,811,1232,1079,2104,2211,1363
2222,2222,156,1756,2354,651,948,2666,715,28
1736,1568,2122,1736,770,1001,1103,1225,634,301
298,298,1821,2703,1328,165,1205,350,1981,101
484,484,1372,1924,1047,41,354,2259,141,2612
2168,2168,2568,1970,2079,1820,512,1469,883,1263
308,308,2669,1662,639,1977,1053,1926,2308,2684
693,693,2270,198,2262,2560,1141,1927,1495,43
284,284,1479,1493,116,1965,2417,1007,2585,613
1410,1410,1429,166,201,170,637,58,1535,1963
472,472,143,426,1392,2470,698,1439,1104,254
95,95,2193,707,1695,1626,528,55,351,1315
1501,1501,907,1102,221,815,768,1845,436,1864
1743,1743,1024,10,657,2005,1596,1186,1464,1571
2689,1224,2689,2507,2215,400,1304,510,1790,824
2166,2166,1430,782,1131,714,1958,1768,151,734
2662,2662,2117,1711,1315,307,157,621,1547,446
474,474,727,1900,368,1050,2659,1038,1643,2355
96,915,1825,96,241,487,690,269,2461,149
1236,1236,2632,1244,1655,2284,2171,873,2016,2647
1440,1440,1856,657,2234,333,163,2567,2222,1104
471,471,370,704,2731,1240,2268,217,2018,513
470,540,1325,675,470,1763,849,1716,2661,1950
391,391,1135,1465,2000,1490,2278,2318,2509,2724
76,76,1037,1539,1144,2063,1995,2211,511,1798
97,97,362,1553,0,886,794,567,205,84
1305,1305,195,1138,300,1056,499,1679,134,1476
2047,2047,2682,2085,2140,2220,2129,1432,1922,2525
34,34,1721,2473,2663,1591,366,1181,2521,281
473,492,1321,2144,1915,2584,373,1896,954,951
1078,1078,2185,1411,390,1221,2292,2326,1020,2090
1263,1263,497,316,1801,1621,2167,2168,826,834
1170,1170,1324,680,1118,1356,16,220,2093,429
40,1256,40,0,1784,2455,1349,2706,1833,1746
945,945,884,2278,1492,1237,913,178,1637,831
1177,1177,1285,2243,1766,2169,2458,668,1100,746
1290,2727,2030,1259,1290,1194,1266,456,1565,28
108,108,497,316,1892,363,1359,2608,1735,2658
999,999,830,2006,146,563,1615,2730,1176,2705
2123,2123,562,2065,773,2217,733,1394,738,860
1065,1065,86,18,646,1986,2334,710,919,2667
329,329,2184,1764,675,965,973,1431,540,1405
383,383,527,1664,739,810,1799,2327,560,1181
1080,1080,146,1723,909,535,643,830,1576,2112
2431,2431,1547,2290,1806,2713,1877,2630,452,2213
2654,24,2654,2259,570,995,1909,2408,403,1228
2031,488,2031,1027,507,1061,460,2131,685,877
1294,1294,622,2715,1226,608,2142,4,2445,985
1295,1295,2251,1187,1829,1762,1276,1642,319,868
1296,1296,841,1772,69,1418,1587,2382,397,1607
1297,1297,68,1774,1203,2124,736,1817,2225,999
1293,1293,839,2712,2079,2382,1084,1801,222,2020
1679,1679,499,909,1723,2723,2659,535,2503,2508
1680,1680,1512,1220,1804,1285,2243,1235,1867,169
817,817,1656,1980,353,419,1512,32,2369,1818
1551,525,1551,547,2015,247,237,54,403,1980
2683,2683,1735,108,286,1812,2510,418,712,1517
233,233,1550,880,52,2571,2208,2460,1890,656
8,8,1578,2440,345,1,2201,1814,149,1744
998,2099,998,1671,2442,1533,1368,275,2511,1768
539,337,149,2182,539,1638,1744,1463,702,821
1375,1375,1113,2413,2415,1138,2640,2671,1056,357
877,877,1151,464,1369,1527,1329,2031,1107,628
766,766,2055,1917,1461,1406,683,698,1392,1425
2636,2636,976,2105,1849,1357,1865,2148,646,1986
2637,2637,2511,998,1990,2099,2002,573,2491,1050
663,663,1879,1140,1419,554,2380,1267,746,1414
870,870,1586,1194,1290,1259,1266,2030,456,2727
836,836,2699,1930,1091,719,880,849,312,2089
1199,1631,1199,1276,319,1762,868,1675,1526,2408
1140,1140,1341,663,795,1150,1322,713,1752,1192
938,938,1812,2510,1160,1550,112,312,2089,2138
2336,2336,2014,1908,967,1987,1647,2732,793,296
995,995,2259,24,2654,2408,1811,72,403,1767
969,2083,28,2354,1902,1614,2666,948,265,969
1155,1155,1561,432,1083,866,2076,378,327,2538
2315,780,939,2315,1975,1838,14,263,200,1471
1893,1044,1893,586,1483,2330,646,1099,1681,2648
2253,2253,2265,194,1840,560,1911,604,77,500
629,629,1957,478,1552,697,802,84,674,2725
754,754,1651,1319,2678,1432,1677,26,651,812
599,599,1937,921,1398,2537,1821,2041,820,165
600,600,2226,2346,1360,1350,1101,1260,1945,2587
753,753,765,379,1693,319,1642,1762,344,1276
993,993,2590,90,481,181,1838,309,1964,1471
974,974,315,1516,304,418,218,1517,712,172
820,2041,820,738,733,1642,1534,1829,599,1394
2401,492,1321,2144,1915,2584,373,1896,954,951
645,2645,104,645,549,470,836,421,775,612
1169,1169,409,1741,484,1910,1236,868,319,359
751,751,403,1818,468,525,2576,1551,1406,1936
1366,1366,1820,1306,5,2382,2079,274,1849,1607
1211,1211,2488,2060,592,1712,1946,1552,1527,464
1694,1694,1882,1318,37,277,251,2701,2057,1111
125,2204,82,125,1455,605,655,2074,160,1128
126,126,2272,2640,385,175,242,1671,2732,2413
1653,2517,1216,223,122,1653,2280,99,1849,498
1647,1647,2351,1003,2505,2650,729,620,1644,2014
157,157,1315,2120,2662,1711,2117,446,621,1806
1618,1618,1393,2113,2278,831,2318,2059,385,1134
2030,2727,2030,1259,1290,1194,1266,456,1565,28
1981,1397,1981,2179,2116,1810,2124,2537,1595,2399
1602,1602,339,2640,2272,893,2280,1653,122,223
2624,2624,1251,597,512,1563,2172,2699,719,2203
1209,1209,944,2657,1059,439,1183,408,2134,1904
256,256,655,2074,1731,605,2419,1847,1858,1128
2602,2602,1027,460,1961,685,302,464,2506,2612
268,268,2451,2289,530,1018,1690,302,136,1876
280,280,961,597,836,719,2699,1091,495,1930
2062,2062,1350,1816,1557,2633,502,1838,1964,1471
2066,2066,573,1990,879,2412,334,1052,2053,1050
2625,1200,2357,2625,106,1055,913,31,85,1720
2676,313,1635,2524,703,1301,1433,394,2676,225
101,101,165,1821,1328,2703,298,1205,350,215
99,498,99,1855,1538,841,744,1772,1216,2280
1892,1892,108,301,1129,2137,363,781,497,316
1903,238,1998,1289,1696,2592,2674,717,581,1903
1891,1891,1434,1068,556,989,2525,2726,1139,1157
1882,1882,2701,1694,2054,1318,517,813,37,277
1914,2237,1914,916,1850,1332,1876,365,0,2687
1915,492,1321,2144,1915,2584,373,1896,954,951
12,12,247,1287,515,774,2486,128,1228,98
1829,1534,1829,2091,1295,2537,2251,820,1644,2041
1807,1807,1974,176,665,2403,378,1603,382,1527
25,25,2355,417,2347,2286,450,994,1830,558
26,26,2678,137,717,1289,39,2247,1903,1737
36,36,1235,2263,775,984,404,778,636,1894
1785,2684,1926,1977,1785,308,2178,2158,274,441
1782,1782,43,1987,296,2433,2496,1484,793,1504
69,69,397,106,1200,1314,1706,1296,1055,16
1749,1749,863,2237,916,1914,889,1850,1414,2346
1962,1962,138,2019,1930,2699,836,719,1091,1894
1966,1966,1283,1620,2409,2661,1269,1335,1594,815
1734,1734,978,1581,254,1693,2158,469,963,1088
1534,1534,1829,2091,1295,2537,2251,820,1644,2041
2076,2076,1920,1036,2710,411,2165,1565,2383,372
1580,1580,833,1160,2138,1846,1309,2232,1954,1732
2084,2084,2692,1191,758,15,595,1768,2113,2518
2538,2726,2538,322,715,440,1155,2453,911,1922
420,420,1123,2191,1252,563,118,342,292,93
1389,786,1389,962,950,1053,2668,1268,2174,2308
440,440,2538,2726,1717,322,2300,1155,2453,1348
2512,2512,350,943,827,1162,1310,2321,1570,2675
1339,1339,2449,1088,472,1629,1104,698,2567,2470
506,506,2209,2097,640,1180,262,2163,1283,2093
2491,2491,410,850,2002,998,2099,2637,2320,358
515,515,2486,12,935,247,1409,618,1512,128
2192,2192,1908,113,2387,2441,1917,2055,59,1267
1291,1291,2022,662,718,1225,1705,794,1349,348
1285,1285,2243,2626,1177,240,1680,764,624,1435
2207,1342,2207,489,1480,1648,2529,550,1427,1733
1280,1280,1579,868,1762,319,1276,2037,1631,1199
2471,2564,2471,1118,1563,2391,2172,512,1324,2281
2541,2541,4,2059,1490,1399,2318,204,2528,391
2126,2126,866,853,91,1190,1956,2649,1784,326
426,426,472,143,698,1104,1392,1439,2470,2241
345,8,1578,2440,345,1,2201,1814,149,1744
1509,1509,338,158,1623,493,1285,2243,2056,803
2574,408,2134,2574,1720,801,1558,74,2362,533
317,317,1808,324,1869,19,2072,372,2383,1454
2570,2570,161,686,1024,630,1743,2349,1541,2374
2094,2094,314,2352,310,1042,188,2276,2274,230
319,868,1276,1762,319,1199,1295,2251,2505,1280
335,335,2139,1196,1299,2567,1355,109,1919,2337
337,337,149,2182,539,1638,1744,1463,702,821
2550,2039,1371,2550,113,388,1908,2387,1495,198
2112,1576,425,2620,2306,2544,2112,1700,831,1615
915,915,1825,96,241,487,690,269,2461,149
1433,313,1635,2524,703,1301,1433,394,2676,225
2725,2725,2478,1526,1199,1631,629,392,2670,1211
1786,1786,1444,2189,1889,1005,864,1109,2147,2077
2337,2337,2567,283,1945,2297,2446,1308,335,1128
2362,2362,106,2625,1200,2357,1055,2134,1886,2574
504,504,1468,496,2492,2315,1560,939,1253,780
224,492,1321,2144,1915,2584,373,1896,954,951
1404,163,1010,1321,2411,2493,571,408,1330,2375
623,623,961,1134,1805,1112,1235,2019,2495,65
1393,1393,1618,2084,2333,190,2113,1081,1465,2518
1999,1999,160,315,82,974,2458,125,1605,2204
1361,163,1010,1321,2411,2493,571,408,1330,2375
1422,2397,1422,279,1062,369,2577,428,1868,2005
1703,1703,2045,2463,2493,1080,134,1241,1520,1872
1336,1336,1081,2279,567,205,635,2082,2285,781
1746,1746,2188,788,1640,587,2451,1256,1833,2487
779,779,246,430,2364,1352,1810,1924,2124,2116
2270,693,2270,198,2262,2560,1141,1927,1495,43
19,19,926,1187,1921,2561,237,2650,1920,317
2582,2582,1554,204,1399,2458,2223,1189,1929,307
759,759,1967,272,1376,2045,643,1758,1234,1482
1902,2083,28,2354,1902,1614,2666,948,265,969
110,110,1082,598,358,1544,1731,1858,2419,1597
584,1268,1859,2174,1689,1145,962,584,2244,1389
583,1750,257,638,1828,2,47,1233,583,846
569,492,1321,2144,1915,2584,373,1896,954,951
109,1355,1299,109,1196,403,335,2053,645,1756
2622,2622,13,620,159,2214,246,54,430,2311
18,2334,18,748,2296,1193,1507,619,1065,1524
2598,1450,2598,1858,430,1980,419,211,2419,1920
2694,2694,888,186,1803,856,2422,2348,1684,2238
198,198,1495,1305,1113,2413,955,195,1375,693
650,650,219,258,2466,899,1148,992,1179,260
799,799,1626,266,1806,1547,199,1238,936,1747
1900,474,727,1900,368,1050,2659,1038,1643,2355
1259,2727,2030,1259,1290,1194,1266,456,1565,28
2034,163,1010,1321,2411,2493,571,408,1330,2375
1584,757,2256,1583,491,1584,2257,1874,2481,846
2150,2150,2549,412,920,1097,2455,2196,1901,1514
1813,1813,1761,2240,658,570,1228,1909,98,656
1583,757,2256,1583,491,1584,2257,1874,2481,846
2151,2151,588,1450,1242,2598,1769,2650,107,1210
972,58,1963,637,51,1535,1848,972,2367,2112
2028,2028,414,2557,2142,1465,121,1843,810,2363
1998,238,1998,1289,1696,2592,2674,717,581,1903
1997,1997,612,1867,1160,1649,791,2089,112,777
621,446,621,1877,2713,1881,2662,1711,2117,1566
608,608,1626,226,622,2005,1806,266,467,199
1353,1996,1809,213,2721,1353,167,1777,2696,1016
409,409,2266,191,698,1392,2470,1439,216,711
1685,492,1321,2144,1915,2584,373,1896,954,951
1240,1240,2018,2268,2040,1649,2730,146,1302,2232
188,1042,1208,1633,2274,188,2322,2276,230,2730
787,787,614,548,374,1943,2540,172,1949,2445
1525,1525,947,1311,2292,603,1664,390,2314,739
2455,2455,1951,2621,454,412,1303,2549,1393,595
2241,2241,2441,2085,2516,2395,393,556,1845,59
206,1063,206,2367,2095,2394,1491,1202,2404,1129
2521,2521,30,566,2000,614,374,2120,1223,452
287,287,2500,232,1620,173,1852,912,105,2166
2522,2522,2569,1539,1496,2644,1503,1556,976,2050
453,453,2010,2558,2007,625,207,610,1218,1424
2057,2057,251,2054,2121,2445,1697,1318,1161,1337
2058,2058,1026,2372,876,2365,2375,1777,2610,1609
2011,163,1010,1321,2411,2493,571,408,1330,2375
545,545,1766,2169,2432,1667,746,2428,713,1177
971,971,2284,1354,2573,2016,956,2341,952,2171
667,667,354,940,1594,2484,71,399,1852,1578
804,804,62,1362,1832,2329,498,2416,861,564
1334,1334,1593,971,344,666,2584,1685,2572,2003
1908,1908,144,2732,2192,2336,753,2039,2014,765
2295,2295,332,1133,2339,1498,2059,329,1934,1060
2140,2140,2682,2047,2641,2085,398,2070,647,60
2141,2141,1640,788,267,1069,2289,1527,596,1603
2142,2142,810,1379,414,1799,1400,622,1132,2557
365,1976,2038,699,679,1873,365,1332,1963,1848
507,1654,507,1923,2131,1991,1789,1876,2181,168
970,970,2685,509,1214,2012,1719,1437,120,1770
2418,2418,672,187,2532,1895,1740,2551,2022,174
1184,1184,2595,452,2213,2591,2630,783,261,1806
2542,2542,722,1385,239,595,2299,171,880,1409
1873,1976,2038,699,679,1873,365,1332,1963,1848
1322,1150,1322,696,1341,2216,1428,2462,43,135
1150,1150,1322,696,1341,2216,1428,2462,43,135
1588,1588,2259,24,2654,698,1392,683,2660,1276
264,264,1084,424,1939,16,1837,2575,1669,80
2713,1877,2713,2608,467,1547,621,446,1806,1382
1201,1201,1439,1104,153,898,35,403,1273,2170
1724,1724,1457,1449,747,635,1765,432,2119,9
1725,1842,2033,1725,65,2495,275,2442,341,297
1723,535,1723,909,1576,2112,2306,1080,1700,2544
2306,1576,425,2620,2306,2544,2112,1700,831,1615
2425,406,2425,994,417,2347,450,1830,1787,2219
1045,1045,701,1601,2381,849,167,2460,1996,213
71,71,1710,151,734,208,1888,146,1691,2503
1757,1757,2524,313,2676,1635,225,405,394,1301
258,258,219,650,899,992,260,1148,1179,2466
1979,1979,1005,414,2307,1780,1861,721,528,434
1642,1642,1486,2251,1295,2535,765,379,2041,1034
311,311,1141,2107,1927,1054,1193,1357,793,619
701,1045,701,1601,2381,849,167,2460,1996,213
2402,318,2402,828,2586,2051,1704,1925,1264,1391
1266,2727,2030,1259,1290,1194,1266,456,1565,28
174,249,174,1225,1777,429,1388,672,1558,1519
2117,2662,2117,1711,1315,307,157,621,1547,446
2177,2177,1999,1327,1460,1605,308,2158,1765,562
1740,1740,174,249,2418,1103,2475,1777,1388,1754
2291,2291,1088,75,967,88,981,130,2449,1339
1063,1063,206,2367,2095,2394,1491,1202,2404,1129
1974,665,176,2403,1974,2360,1527,382,378,1603
1975,2687,1975,200,2589,14,673,669,972,776
1976,1976,2038,699,679,1873,365,1332,1963,1848
1977,2684,1926,1977,1785,308,2178,2158,274,441
1376,1376,1967,2404,2463,1087,2394,1491,2367,228
1024,1024,2664,27,2213,686,1626,2374,1743,1007
316,316,497,2658,108,1812,2510,402,2137,1283
2309,2309,1928,642,1549,1669,264,1798,1402,1499
1012,1345,1012,20,742,925,2243,466,1220,2456
1013,1013,1864,1500,2289,2665,2498,2482,641,27
1505,1505,1070,1267,2561,1552,444,1443,661,455
2545,2545,2232,1954,244,2159,704,2642,2095,833
1669,1669,2209,1084,184,604,1764,264,1528,181
1358,1358,2381,701,1601,1045,1031,849,658,1809
1332,1976,2038,699,679,1873,365,1332,1963,1848
932,932,204,2362,2605,2599,177,1146,2582,566
2195,2195,2705,592,1940,991,2344,999,2730,1594
1496,1496,1503,2522,228,2519,919,2335,2539,1967
912,912,1189,1773,541,1359,2231,2658,1929,347
1524,1592,2548,619,1507,1193,1692,1092,2597,2296
1904,1904,1478,1344,202,74,533,1623,338,856
1561,1561,190,1492,1210,178,107,700,2285,2692
892,892,2067,119,1327,659,281,1460,1841,2594
309,1838,309,1964,1471,1273,1128,993,2659,2180
593,593,1384,1127,651,894,2082,590,2222,1291
217,217,370,704,2332,1726,1795,471,94,2288
1480,1342,2207,489,1480,1648,2529,550,1427,1733
795,795,1752,389,2170,2514,546,2255,551,1267
1722,1722,500,2073,747,1544,2320,896,605,1731
1744,337,149,2182,539,1638,1744,1463,702,821
2709,2709,1516,2238,1385,2021,2422,722,2447,997
1928,1928,2309,1549,642,2209,235,193,2186,2073
872,872,2677,2577,1780,387,1255,434,1186,1464
873,2398,2647,1683,616,873,1655,2371,359,893
2340,2340,329,2130,2125,1356,1939,1358,1764,2295
1978,1978,114,2158,2177,854,1635,1217,904,225
879,2412,879,334,984,775,2263,836,404,719
925,44,925,742,1345,1012,2424,1262,20,166
1356,1356,1519,1558,1031,1720,801,1170,397,1001
1847,1751,1847,1278,1776,1706,2350,903,2118,256
1344,1344,1904,803,2299,632,1016,1609,2058,1026
2193,2193,95,608,1616,140,1458,1784,2145,552
2599,2599,2474,614,1826,1714,517,180,30,2117
2727,2727,2030,1259,1290,1194,1266,456,1565,28
1545,1545,2447,2698,1111,240,1444,1046,695,985
1287,1287,12,1867,1522,1997,612,1450,91,2598
422,422,1490,2528,51,1963,58,1535,637,972
1982,1982,1862,965,2223,2184,1405,1819,2215,400
359,359,1683,873,1655,753,2398,616,765,2647
688,688,93,1935,243,118,1250,1853,984,404
1450,1450,2598,1858,430,1980,419,211,2419,1920
2040,2040,2018,1240,2268,1910,1649,146,2232,1302
1107,1107,877,1151,271,2665,2323,464,2335,1329
596,596,2602,1961,460,685,1027,1866,2141,853
331,2310,2485,331,642,1973,631,389,1165,824
2417,2417,2474,1479,303,1826,985,226,1711,1965
1082,110,1082,598,358,1544,1731,1858,2419,1597
1025,1025,540,675,470,1325,778,2215,400,1894
2298,2298,1099,2676,2718,1986,703,313,1433,394
191,191,529,2609,2266,597,421,495,409,1023
1640,788,1640,1069,2141,2289,2339,1732,1133,1594
367,367,2660,1952,2311,2553,1249,2328,570,1909
1061,1061,488,2031,1991,1802,2131,2602,460,1654
1029,1029,1824,458,2045,1451,2109,5,1108,340
1991,1654,507,1923,2131,1991,1789,1876,2181,168
2466,2466,2101,1094,1004,2254,258,219,79,532
1481,2490,1481,2474,1226,2715,594,517,985,303
1857,1857,2142,1608,2145,810,2307,1695,1379,1799
2136,2136,1030,1388,1777,876,2372,259,2611,2721
1333,800,1333,1284,1668,177,1560,32,1253,1285
1428,1428,601,1925,1391,1264,1367,2226,1281,826
1570,943,1413,2321,2430,827,1570,1162,2679,624
371,371,380,1229,460,1850,1961,2602,1027,2237
1121,1121,1288,342,1448,1947,676,558,2347,337
1120,1120,523,1357,2148,1484,1270,2473,1788,1622
1123,1252,2191,1123,2503,420,1250,1935,118,243
1122,1122,758,1198,983,1272,2285,2692,363,424
2423,2423,575,294,2163,1498,2261,2706,1265,946
1469,1469,1417,151,734,399,445,1970,1079,2104
112,112,2089,312,961,938,2172,213,1563,167
2214,2214,534,1917,282,2622,766,1629,1619,41
1167,2407,1167,819,959,859,160,61,531,1993
2479,2479,2540,172,825,1445,1215,1020,1286,398
2078,2078,1880,1846,716,385,2686,1805,809,2642
2080,2080,1211,1261,1552,1946,205,2188,1188,567
2079,2079,297,2168,2281,834,340,1293,2590,2407
1695,1695,1608,2120,1938,1799,810,95,528,55
1221,1221,731,878,2185,1078,2677,1005,291,2292
1397,1397,1981,2179,2116,1810,2124,2537,1595,2399
652,652,2344,187,2277,2212,384,386,2418,2343
868,868,1276,1762,319,1199,1295,2251,2505,1280
1398,1398,921,2118,599,1394,733,738,2504,515
2715,2715,1226,2117,1711,1799,686,1626,2662,1337
2714,2714,1839,10,560,1591,1115,281,1327,77
724,724,202,2132,2278,831,1478,1723,2659,493
436,436,1258,1735,15,758,2670,1102,221,2692
1235,1235,2724,321,2132,2523,493,36,158,2686
684,684,102,1932,1044,705,2309,1483,1893,2330
960,960,2316,1377,486,2237,1654,916,1162,1991
685,2602,1027,460,1961,685,302,464,2506,2612
1411,1411,465,2326,1078,1004,2090,2254,2101,783
1143,1143,2202,1171,1573,149,1818,442,1991,337
784,784,796,2383,372,2072,956,2171,2573,2550
1142,1142,2412,334,879,658,2710,1036,252,1083
785,1033,785,928,1443,679,263,1072,699,1873
909,535,1723,909,1576,2112,2306,1080,1700,2544
1530,1530,656,1813,613,2414,2619,2213,552,1184
908,908,1460,2353,1327,992,260,390,1839,161
1795,1795,2332,1728,217,2052,94,514,1899,885
1935,688,93,1935,243,118,1250,1853,984,404
1531,1531,222,2225,758,818,734,632,402,1630
1532,1028,988,1446,1213,1948,1532,658,1909,570
1533,1533,2442,1368,275,2002,913,1478,998,1637
1656,1656,817,208,416,173,1970,1649,2012,419
1846,1846,809,2642,2078,2232,1160,1880,1309,1580
2581,163,1010,1321,2411,2493,571,408,1330,2375
152,152,990,146,272,2285,2429,704,1010,436
1582,1582,2513,1076,2391,2010,1958,301,2093,1989
1803,1803,1444,2189,2457,2429,414,1453,2363,2067
1804,1804,1680,1933,505,1287,2486,1512,515,1997
588,588,547,1424,2650,2151,1767,2604,525,12
526,526,1309,1063,206,1535,972,58,51,851
1589,1589,523,2448,1745,2325,2406,910,2370,1686
1154,1833,482,1154,412,2493,2549,920,2687,1975
1152,577,1152,1117,1179,899,2314,100,2146,22
1683,2398,2647,1683,616,873,1655,2371,359,893
1153,1153,1254,1818,1562,1600,29,66,2697,1737
1624,1342,2207,489,1480,1648,2529,550,1427,1733
606,163,1010,1321,2411,2493,571,408,1330,2375
2720,2720,146,2040,716,1454,2686,282,1407,68
229,229,1081,1899,1188,205,567,1298,166,1429
239,239,2299,856,758,171,983,305,1344,2542
240,240,2709,888,1545,186,1285,2243,2447,2694
241,915,1825,96,241,487,690,269,2461,149
243,688,93,1935,243,118,1250,1853,984,404
238,238,1998,1289,1696,2592,2674,717,581,1903
242,242,834,340,1470,2712,1521,2568,2109,1993
2647,2398,2647,1683,616,873,1655,2371,359,893
985,985,303,1400,622,2417,2490,1481,79,1111
1500,1500,56,2289,1261,1712,2060,2498,636,2665
1490,2528,1490,867,422,1431,1944,1226,634,2715
209,209,2387,113,2262,2690,2192,2678,1775,2050
2339,1133,2339,332,310,1069,1023,675,2295,1325
2413,1375,1113,2413,2415,1138,2640,2671,1056,357
1352,2364,1352,481,779,215,1205,1824,1108,643
630,630,2716,2445,434,622,1255,2057,251,787
2390,2390,798,959,2013,2586,1167,2051,1704,143
1271,1271,1306,822,1659,2281,297,2495,2348,1366
2564,2564,2471,1118,1563,2391,2172,512,1324,2281
843,1790,1941,361,1304,843,1224,28,2083,2507
2104,1079,2104,737,1469,709,2590,1630,151,734
2409,2409,1283,316,497,640,1890,2658,108,2344
1185,1185,808,111,740,885,1046,2542,1899,170
2611,2611,1030,1755,1906,2136,749,2696,907,1388
148,490,148,320,1000,1897,1208,2060,2322,188
2202,1143,2202,1171,1573,149,1818,442,1991,337
1425,1425,790,1562,1039,2643,1406,1360,2055,138
86,86,991,2526,2309,1798,1065,1503,2705,2361
2484,2484,399,2556,555,883,1164,1469,1773,1936
1784,1784,1951,495,853,1023,2193,595,216,1133
340,340,2568,2712,2109,2248,2079,1993,5,1076
1231,1231,2154,1206,2194,1783,1157,1218,1852,896
147,147,307,2595,2213,2437,1881,1711,1337,2117
918,918,1887,2016,2171,743,956,1737,234,2399
816,816,658,2454,1142,1813,2699,1930,483,836
2461,915,1825,96,241,487,690,269,2461,149
1219,1219,741,1165,631,1973,2618,2416,2403,2130
979,979,1569,803,1885,392,632,190,2006,1016
1114,1114,1053,2668,2308,1499,308,1434,870,1389
2704,163,1010,1321,2411,2493,571,408,1330,2375
653,653,521,548,1943,1223,1881,2331,2067,787
2044,2044,1326,1376,888,1967,186,807,1319,2607
2316,960,2316,1377,486,2237,1654,916,1162,1991
375,375,1628,1403,21,1374,189,1234,1677,2324
641,641,2497,1645,2498,2482,1013,602,1403,21
2468,2468,1059,2657,2475,2113,632,1016,818,1637
1451,1451,993,643,1108,57,939,845,2315,2644
2234,2234,333,309,2567,1471,1838,1964,1119,1294
1820,1820,1247,2168,1058,1366,2568,159,1970,445
2185,2185,2557,521,731,1221,1078,390,2292,2677
1590,1590,511,421,191,2626,1789,2335,1781,778
1000,490,148,320,1000,1897,1208,2060,2322,188
333,333,279,2005,2577,622,77,2621,454,79
2186,2186,2450,666,2070,193,1256,968,1934,40
2505,2505,868,1276,950,1762,319,1767,1149,2604
1062,1062,2431,10,226,2005,1596,2585,467,1547
2187,2187,924,2373,2530,848,0,2279,131,2680
2500,2500,1015,287,1905,815,1359,1958,2231,805
2499,2499,2108,2052,1326,2313,517,1882,62,1481
2497,2497,2498,2482,641,1628,21,1403,2424,1262
883,883,2168,2015,555,435,139,1970,2568,2293
2498,2498,2482,2494,212,587,1682,2552,2324,3
1867,1997,612,1867,1160,1649,791,2089,112,777
864,864,1786,1459,1781,1444,2189,1445,1889,1005
823,823,620,2546,1488,534,9,1357,1389,786
2397,2397,1422,279,1062,369,2577,428,1868,2005
543,543,293,2057,251,2566,2621,1994,315,454
1761,2240,1761,98,656,836,1091,1813,1930,2699
1762,868,1276,1762,319,1199,1295,2251,2505,1280
1763,1950,1763,470,540,1325,675,660,1613,2414
131,131,2279,1822,2500,611,781,1612,1161,1337
1400,1400,2142,465,2457,985,303,1379,810,2363
1591,1591,783,2714,2453,1606,210,1184,2437,2326
1431,867,1431,2059,561,801,1490,777,1716,2528
1432,1432,2682,2047,1651,2043,2085,2140,911,2694
1027,2602,1027,460,1961,685,302,464,2506,2612
716,716,1454,392,999,232,1163,2078,2670,1880
2344,2344,347,2696,2409,1283,652,402,187,1601
1301,313,1635,2524,703,1301,1433,394,2676,225
2055,766,2055,1917,1461,1406,683,698,1392,1425
427,427,2604,2650,620,860,2546,432,1561,436
2559,2559,2120,1132,157,1315,374,2518,410,2142
27,27,2595,1024,266,199,1864,2250,2000,2664
1300,83,1300,1644,1737,751,1542,698,1392,231
342,342,1288,1121,1947,676,1448,420,2182,417
1735,1735,436,108,758,2683,286,2534,2285,1892
1789,2181,1789,168,2645,1512,549,104,645,1818
965,965,2184,1405,1862,849,2532,801,1558,2277
2194,2194,2096,1787,2219,1231,2154,1157,1783,339
927,927,528,55,194,1226,1608,480,2715,2265
1286,1286,718,974,1516,315,1819,218,1517,1445
2061,2061,811,1232,1497,2489,726,214,1281,1641
2663,2663,1117,2558,1616,2292,1078,34,2314,1221
